nummer,naam,"ligging type 1","ligging nummer 1","ligging omschrijving 1","ligging hectometrering 1","ligging type 2","ligging nummer 2","ligging omschrijving 2","ligging hectometrering 2","ligging type 3","ligging nummer 3","ligging omschrijving 3","ligging hectometrering 3",thema,subthema,"eigenaar organisatie","eigenaar contactpersoon","eigenaar telefoon 1","eigenaar telefoon 2","in gedeeld beheer met organisatie","in gedeeld beheer met contactpersoon","in gedeeld beheer met telefoon 1","in gedeeld beheer met telefoon 2","beheerder organisatie","beheerder contactpersoon","beheerder telefoon 1","beheerder telefoon 2","beheerder email","geinspecteerd door",plaats,gebied,"dichtstbijzijnde hoogte markering",topcode,"gps coordinaten","rds coordinaten",opmerking,conditiescore,"laatste inspectiejaar","komende inspectiejaar","benodigd materieel","toelichting opmerkingveld","bgt nummer","bgt classificatie","imgeo classificatie","nen2767 beheerobject","Object Conditie","crow nummer","crow naam","crow info",verhardingssoort,"verhardings functie",verkeersfunctie,"wegcategorie lvvp","totale breedte","totale lengte","aantal rijbanen",peiljaar,"dichtstbijzijnde hoogtemerk",status,"volgende groot onderhoud in",id,breedte2,Wegvak,Wegnummer,Bebouwde_kom,Metrering,"Jaar conservering","Jaar deklaag","Jaar herstrating",Situering,Constructie,"Jaar aanleg",Onderhoudsproject,Wegvaknum,Lengte_Oppervlakte,objectBeginTijd,objectEindTijd,lokaalID,tijdstipRegistratie,eindRegistratie,LV-publicatiedatum,bronhouder,inOnderzoek,relatieveHoogteligging,bgt-status,plus-status,bgt-functie,bgt-fysiekVoorkomen,plus-functie,wegdeelOpTalud,ondersteunendWegdeelOpTalud,onbegroeidTerreindeelOpTalud,plus-fysiekVoorkomen,begroeidTerreindeelOpTalud,bgt-type,plus-type,identificatieBAG,nummeraanduidingreeks,typeOverbruggingsdeel,hoortBijTypeOverbrugging,overbruggingIsBeweegbaar,identificatieBAG_OPR,openbareRuimteNaam,openbareRuimteType,nauwkeurigheid,datumInwinning,inwinnendeInstantie,inwinningsmethode,bgt-classification,hectometeraanduiding,wijk,buurtcode,naamEnIdOpenbareRuimte,stadsdeel,wijkcode,creationDate,terminationDate,namespace,Objecttypegroep_IMBOR,Objecttype_IMBOR,Type_IMBOR,Typeplus_IMBOR,Typeplus2_IMBOR,Wegfunctiegroep_IMBOR,Wegfunctie_IMBOR,"Soort conservering","Type onderdeel",Gebruikersfunctie,Ondergrond2,Belang,Besteknummer,"Administratieve breedte","Soort verharding_N","Soort deklaag specifiek",Risicogetal,Actie,"Inspectie Rafeling","Inspectie Scheurvorming","Berekende lengte/oppervlakte"
VV-N351-47271,"verkeerseiland of middengeleider",,,,,,,,,,,,,Verhardingen,"verkeerseiland of middengeleider",,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((6.132959152701 52.933677509092,6.13295541648 52.93367994085,6.132952696225 52.933680901438,6.132949717002 52.933681504175,6.132946582453 52.933681721456,6.132943441141 52.933681543366,6.13293834791 52.933680290078,6.132936789571 52.933679616823,6.132925027211 52.933674540914,6.132921381996 52.93367185869,6.132920115983 52.933670015343,6.132919502173 52.933668042109,6.132919601744 52.933666037461,6.132920401361 52.933664091348,6.132921872664 52.933662284827,6.133009921419 52.933578752103,6.133013199988 52.933576520908,6.133015829929 52.933575497977,6.133018748735 52.933574841695,6.133021852457 52.933574561698,6.133024977813 52.933574676979,6.13302799096 52.933575188374,6.133030757745 52.933576078748,6.133038548199 52.933579373133,6.133042982803 52.93358125061,6.133046451364 52.933583170067,6.133048144661 52.933584777091,6.133049246013 52.933586558559,6.133049694548 52.933588433971,6.133049488883 52.933590322455,6.133048642659 52.933592152034,6.132959152701 52.933677509092),(6.132956337915 52.93367642131,6.133045536438 52.933591416554,6.133046364368 52.933588517676,6.133045155494 52.933585667467,6.133042111602 52.933583358931,6.133028867584 52.933577744099,6.133024402046 52.933576666628,6.133019600033 52.933576786485,6.133015294358 52.933578098468,6.133012750918 52.933579830806,6.132923536561 52.933664781717,6.132922831129 52.933667886521,6.132924310302 52.933670887818,6.132927022252 52.933672919843,6.132940208182 52.933678615928,6.132944881163 52.933679647174,6.132949785445 52.933679418841,6.13295407457 52.933678008111,6.132956337915 52.93367642131)))","MULTIPOLYGON(((205141.46 549882.755,205141.206 549883.023,205141.022 549883.128,205140.821 549883.193,205140.61 549883.215,205140.399 549883.193,205140.058 549883.05,205139.954 549882.974,205139.169 549882.401,205138.927 549882.1,205138.844 549881.894,205138.805 549881.674,205138.814 549881.451,205138.87 549881.235,205138.971 549881.035,205144.987 549871.801,205145.21 549871.555,205145.388 549871.443,205145.585 549871.372,205145.794 549871.343,205146.004 549871.358,205146.206 549871.417,205146.391 549871.518,205146.911 549871.89,205147.207 549872.102,205147.438 549872.318,205147.55 549872.498,205147.622 549872.697,205147.65 549872.906,205147.634 549873.116,205147.575 549873.319,205141.46 549882.755),(205141.272 549882.632,205147.367 549873.235,205147.426 549872.913,205147.348 549872.595,205147.146 549872.336,205146.262 549871.702,205145.963 549871.579,205145.64 549871.589,205145.349 549871.732,205145.176 549871.923,205139.08 549881.314,205139.029 549881.659,205139.125 549881.994,205139.305 549882.222,205140.185 549882.865,205140.498 549882.983,205140.828 549882.961,205141.118 549882.807,205141.272 549882.632)))",,,,,,,P0021.003db56a1c9c4a2ba0255720dc573655,,,,,,,,,,,,,,,,,,,a79a55e90b1deaa31cb38ebd74587d8d,,125,N351,"buiten bebouwde kom","12,5",,,2021,rechts,,,,125,6.78,,,,20191015123901,,,P0021,,0,bestaand,,verkeerseiland,"open verharding",,,0,,"beton element",,,,,,,,,,,,,,,,ondersteunendwegdeel,,,,,,,2019-09-20,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonelement,,Wegondersteuning,,,"verkeerseiland of middengeleider","niet van toepassing",,,19-43-WB,,elementenverharding,betonelementen,,,,,6.78
VV-N351-49160,"inrit en doorsteek",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((6.149288297772 52.941182527615,6.149275547719 52.941190103845,6.149270754229 52.941194160454,6.149248654978 52.941203881239,6.149200046482 52.941188051326,6.149204218383 52.94117566805,6.149207778643 52.941153825722,6.149288297772 52.941182527615))","POLYGON((206230.522 550729.354,206229.656 550730.188,206229.329 550730.636,206227.832 550731.702,206224.583 550729.906,206224.878 550728.531,206225.143 550726.103,206230.522 550729.354))",,,,,,,P0021.cf8b84f270dc45878b89f25c66775040,,,,,,,,,,,,,,,,,,,a8d3244eb174689b672bf9b528bdb845,,111,N351,"buiten bebouwde kom","11,1",,,,rechts,,1962,,111,17.46,,,,20191015123901,,,P0021,,0,bestaand,,inrit,"gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2019-09-16,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Inrit,,"inrit en doorsteek",stroomweg,,,,,SMA,"SMA-NL 8A",,,A+,A+,17.46
VV-N351-5050,parallelweg-183,,,,,,,,,,,,,Verhardingen,parallelweg,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.066951059668 52.900515546462,6.066981818991 52.900537181981,6.067233830664 52.900717331503,6.067189201717 52.900740322104,6.066743013555 52.900421418287,6.066479631324 52.900233307326,6.066439833066 52.900204767418,6.066254899665 52.900072439224,6.066252359729 52.90007062039,6.066296659461 52.900047497206,6.066453477928 52.900159046349,6.066548121967 52.900227103114,6.066771873197 52.900386924803,6.066775418904 52.900389384942,6.066951059668 52.900515546462))","POLYGON((200738.178 546148.78,200740.225 546151.207,200756.993 546171.413,200753.966 546173.943,200724.278 546138.174,200706.753 546117.075,200704.105 546113.874,200691.8 546099.032,200691.631 546098.828,200694.636 546096.283,200705.071 546108.795,200711.368 546116.428,200726.256 546134.354,200726.492 546134.63,200738.178 546148.78))",,,2022,,,,P0021.6efbae4cd8f14d17a7bdaf93d7b3a7ef,,,,,,,,,,,,4,,1x2,,,,,aa7754c64e6e0afc7a5dbc63f722eb1f,,183,N351,"buiten bebouwde kom","18,3",,1990,,links,,1961,N351-PWL-13.3-19.8,183,386.11,,,,20180712134046,,,P0021,,0,bestaand,,"rijbaan lokale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Parallelweg,,parallelweg,parallelweg,zand,laag,,4,SMA,"SMA-NL 8A",4,,A+,A+,386.11
VV-N351-47790,"verkeerseiland of middengeleider",,,,,,,,,,,,,Verhardingen,"verkeerseiland of middengeleider",,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((6.020443265321 52.881284957255,6.020435608022 52.881293706011,6.020435093861 52.881294104155,6.020434414609 52.881294386347,6.02043361457 52.881294534381,6.020432782737 52.881294538795,6.020431993252 52.881294390211,6.02041079298 52.881290171133,6.020385046039 52.881284861827,6.020352855269 52.88127773545,6.020352270876 52.88127738807,6.020351819127 52.881276968092,6.020351559701 52.881276493173,6.020351492987 52.881275990272,6.020351619508 52.881275495332,6.020371081951 52.881250022586,6.020371522884 52.881249696724,6.020372098938 52.881249469,6.020372751087 52.881249366685,6.020373434899 52.881249399003,6.020374075972 52.881249557362,6.020391553956 52.88125524306,6.020429630616 52.881268736723,6.020448789351 52.881275590751,6.020449329574 52.881275965326,6.02044969272 52.88127642172,6.020449848429 52.881276915163,6.020449766471 52.881277409866,6.020449461311 52.881277878795,6.020443265321 52.881284957255),(6.020443989641 52.88127753938,6.020411691104 52.881266055039,6.020374724865 52.881253328334,6.020357545923 52.881275436923,6.020398199519 52.881284288768,6.020431812521 52.88129114697,6.020443989641 52.88127753938)))","MULTIPOLYGON(((197627.616 543980.415,197627.092 543981.384,197627.057 543981.428,197627.011 543981.459,197626.957 543981.475,197626.901 543981.475,197626.848 543981.458,197625.425 543980.976,197623.697 543980.37,197621.537 543979.558,197621.498 543979.519,197621.468 543979.472,197621.451 543979.419,197621.447 543979.363,197621.456 543979.308,197622.791 543976.485,197622.821 543976.449,197622.86 543976.424,197622.904 543976.413,197622.95 543976.417,197622.993 543976.435,197624.164 543977.078,197626.714 543978.602,197627.997 543979.376,197628.033 543979.418,197628.057 543979.469,197628.067 543979.524,197628.061 543979.579,197628.04 543979.631,197627.616 543980.415),(197627.672 543979.59,197625.509 543978.293,197623.033 543976.855,197621.855 543979.305,197624.583 543980.314,197626.839 543981.097,197627.672 543979.59)))",,,,,,,P0021.4baf9f7894f94f469a145f2015a45e32,,,,,,,,,,,,,,,,,,,aefc631ac97ac0b2a3d8e45069fdce55,,222,N351,"buiten bebouwde kom","22,2",,,,midden,,,,222,5.86,,,,20230125092742,,,P0021,,0,bestaand,,verkeerseiland,"open verharding",,,0,,"beton element",,,,,,,,,,,,,,,,ondersteunendwegdeel,,,,,,,2019-09-20,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonelement,,Wegondersteuning,,,"verkeerseiland of middengeleider","niet van toepassing",,,,,elementenverharding,betonelementen,,,,,5.86
VV-N351-47700,"verkeerseiland of middengeleider",,,,,,,,,,,,,Verhardingen,"verkeerseiland of middengeleider",,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((6.020316429388 52.88097749422,6.020314722607 52.880976577646,6.020313605818 52.880975370367,6.020313214793 52.880974015449,6.02031356634 52.880972647605,6.020314648081 52.880971437646,6.020366897954 52.880927673717,6.020368487987 52.880926685729,6.020370499014 52.880926045987,6.020372738584 52.880925800448,6.020374999394 52.880925995145,6.020377043256 52.880926595394,6.020378675245 52.880927476417,6.020379790992 52.880928611808,6.020380314662 52.880929894128,6.020380155569 52.880931216018,6.020379371172 52.880932442372,6.020339114643 52.880980662978,6.020337734128 52.880981757695,6.020335843885 52.880982531595,6.020333650568 52.880982893715,6.020331376465 52.880982806929,6.020329274226 52.880982278882,6.020316429388 52.88097749422),(6.020318158062 52.880975822507,6.0203310029 52.880980607168,6.020332120993 52.880980879823,6.020333324822 52.880980918369,6.020334480832 52.8809807325,6.020335485174 52.880980331756,6.020336219538 52.88097975271,6.020376505256 52.880931496004,6.020376955828 52.880930810623,6.020377049121 52.880930073218,6.020376771324 52.880929355756,6.020376138204 52.88092872106,6.020375225071 52.880928240623,6.020374076229 52.880927896238,6.020372826667 52.880927777056,6.020371565898 52.88092790956,6.020370442074 52.880928266006,6.020369558911 52.880928827868,6.020317264867 52.880972618993,6.020316679956 52.880973260152,6.020316482423 52.880973980137,6.020316685949 52.880974697993,6.020317259783 52.880975341991,6.020318158062 52.880975822507)))","MULTIPOLYGON(((197619.378 543946.127,197619.264 543946.024,197619.19 543945.889,197619.165 543945.738,197619.19 543945.586,197619.264 543945.452,197622.824 543940.613,197622.932 543940.504,197623.068 543940.434,197623.219 543940.408,197623.371 543940.431,197623.508 543940.499,197623.617 543940.598,197623.691 543940.725,197623.725 543940.868,197623.713 543941.015,197623.659 543941.151,197620.902 543946.493,197620.808 543946.614,197620.68 543946.699,197620.532 543946.738,197620.379 543946.727,197620.238 543946.667,197619.378 543946.127),(197619.496 543945.942,197620.356 543946.482,197620.431 543946.513,197620.512 543946.518,197620.59 543946.498,197620.658 543946.454,197620.708 543946.39,197623.467 543941.044,197623.498 543940.968,197623.505 543940.886,197623.487 543940.806,197623.445 543940.735,197623.384 543940.681,197623.307 543940.642,197623.223 543940.628,197623.138 543940.642,197623.062 543940.681,197623.002 543940.743,197619.439 543945.585,197619.399 543945.656,197619.385 543945.736,197619.398 543945.816,197619.436 543945.888,197619.496 543945.942)))",,,,,,,P0021.285a973cb01348258b44b62873c50243,,,,,,,,,,,,,,,,,,,b0a9d9bb786f31c8c9b91feaa5841096,,222,N351,"buiten bebouwde kom","22,2",,,,links,,,,222,3.38,,,,20230125092742,,,P0021,,0,bestaand,,verkeerseiland,"open verharding",,,0,,"beton element",,,,,,,,,,,,,,,,ondersteunendwegdeel,,,,,,,2019-09-20,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonelement,,Wegondersteuning,,,"verkeerseiland of middengeleider","niet van toepassing",,,,,betonverharding,"beton creteprint",,,,,3.38
VV-N351-47689,"verkeerseiland of middengeleider",,,,,,,,,,,,,Verhardingen,"verkeerseiland of middengeleider",,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((5.981237141643 52.868013658614,5.981239055117 52.868014583703,5.98124030512 52.868015862577,5.981240755559 52.868017316181,5.981240329986 52.868018783134,5.98123909984 52.868020056386,5.981223569863 52.868034539415,5.981221919768 52.86803550921,5.981219878937 52.868036139456,5.981217609982 52.868036375422,5.981215335651 52.868036216,5.981213234017 52.868035651316,5.981202723838 52.868031587741,5.98119903298 52.868029916619,5.981195975041 52.868027828956,5.981193684889 52.868025413949,5.981192237995 52.868022761088,5.981191710196 52.868019986823,5.981192087741 52.868017172104,5.981193446958 52.868014469323,5.981194017666 52.868013846398,5.981195700457 52.86801200473,5.981198790306 52.868009886455,5.98120253953 52.868008205244,5.981206861842 52.868007168223,5.981211459024 52.868006687008,5.981216108577 52.868006780682,5.981220632181 52.868007441146,5.981224836423 52.868008642402,5.981237141643 52.868013658614),(5.981235350873 52.868015204259,5.981223179667 52.86801021434,5.981219557008 52.868009189921,5.981215673287 52.868008625125,5.981211692216 52.868008546096,5.981207747565 52.868008961154,5.981204032015 52.86800984238,5.981200829053 52.868011287216,5.981198195513 52.868013106658,5.981196264065 52.868015228152,5.981195107491 52.868017543495,5.981194798695 52.868019953471,5.981195247236 52.868022359675,5.981196496196 52.868024654053,5.981198484954 52.86802674704,5.981201138163 52.86802855813,5.981204350651 52.868029997979,5.981214890775 52.868034079379,5.981216142796 52.868034414639,5.981217495588 52.868034515743,5.981218830232 52.868034374297,5.981220057994 52.868034017701,5.981221060199 52.868033455534,5.981237411007 52.868018177587,5.981237666449 52.868017304604,5.981237372572 52.868016443344,5.981236560544 52.868015701491,5.981235350873 52.868015204259)))","MULTIPOLYGON(((195000.563 542481.205,195000.691 542481.309,195000.774 542481.452,195000.803 542481.614,195000.773 542481.777,195000.689 542481.918,194999.63 542483.521,194999.518 542483.628,194999.38 542483.697,194999.227 542483.722,194999.074 542483.703,194998.933 542483.639,194998.229 542483.181,194997.982 542482.993,194997.778 542482.759,194997.626 542482.489,194997.531 542482.193,194997.498 542481.884,194997.526 542481.571,194997.62 542481.271,194997.659 542481.202,194997.774 542480.998,194997.984 542480.764,194998.238 542480.579,194998.53 542480.466,194998.84 542480.415,194999.153 542480.428,194999.457 542480.504,194999.739 542480.64,195000.563 542481.205),(195000.441 542481.376,194999.626 542480.814,194999.383 542480.698,194999.122 542480.633,194998.854 542480.622,194998.588 542480.666,194998.337 542480.762,194998.12 542480.921,194997.941 542481.122,194997.809 542481.357,194997.729 542481.614,194997.706 542481.882,194997.734 542482.15,194997.816 542482.406,194997.948 542482.64,194998.125 542482.843,194998.34 542483.005,194999.046 542483.465,194999.13 542483.503,194999.221 542483.515,194999.311 542483.5,194999.394 542483.461,194999.462 542483.399,195000.577 542481.708,195000.595 542481.611,195000.576 542481.515,195000.522 542481.432,195000.441 542481.376)))",,,,,,,P0021.2262b73e201644bfa9abd5c80e6b468d,,,,,,,,,,,,,,,,,,,b1904ba0e305a354408ea53b0be32a72,,263,N351,"buiten bebouwde kom","26,3",,,,midden,,,,263,1.95,,,,20190920092601,,,P0021,,0,bestaand,,verkeerseiland,"open verharding",,,0,,"beton element",,,,,,,,,,,,,,,,ondersteunendwegdeel,,,,,,,2019-09-20,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonelement,,Wegondersteuning,,,"verkeerseiland of middengeleider","niet van toepassing",,,,,elementenverharding,betonelementen,,,,,1.95
VV-N351-49026,"inrit en doorsteek",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((6.151789523994 52.942104938108,6.1517696487 52.942117619704,6.151767486102 52.942118999521,6.151720886396 52.942099068839,6.151721919319 52.942097741188,6.151733544321 52.942082856758,6.151731870198 52.942079856943,6.151789523994 52.942104938108))","POLYGON((206397.574 550833.775,206396.223 550835.172,206396.076 550835.324,206392.967 550833.073,206393.038 550832.926,206393.837 550831.278,206393.728 550830.943,206397.574 550833.775))",,,,,,,P0021.29879bc92c874ebe853dbbd2e9e62fc7,,,,,,,,,,,,,,,,,,,b5035349441b86bf8c6d3dfab0865555,,109,N351,"buiten bebouwde kom","10,9",,,2020,rechts,,,N351-HRB-08.4-12.1,109,9.02,,,,20200917115257,,,P0021,,0,bestaand,,inrit,"open verharding",,0,,,"gebakken klinkers",,,,,,,,,,,,,,,,wegdeel,,,,,,,2019-10-14,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Straatbaksteen,"Gebakken steen",Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,,19-43-WN,,elementenverharding,"straatbaksteen dikformaat",,,A+,A+,9.02
VV-N351-4814,"inrit en doorsteek-",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((5.900315919932 52.837276118469,5.900302029723 52.837282459973,5.900282397438 52.837291423352,5.900281047228 52.837290180007,5.900306845103 52.83727927592,5.900258321531 52.837237876186,5.900260167076 52.837237068425,5.900267298461 52.837233964275,5.900315919932 52.837276118469))","POLYGON((189575.886 539019.076,189574.945 539019.775,189573.615 539020.763,189573.525 539020.624,189575.272 539019.423,189572.035 539014.793,189572.16 539014.704,189572.643 539014.362,189575.886 539019.076))",,,,,,,P0021.2209fed9bbec444f80d0c322f5c4ab7c,,,,,,,,,,,,,,,,,,,b5a1f290c35312db1408f514a46f32de,,328,N351,"buiten bebouwde kom","32,8",,,,rechts,,,N351-PWR-30.7-35.0,328,4.41,,,,20240223171922,,,P0021,,0,bestaand,,inrit,"open verharding",,0,,,tegels,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-06-30,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Tegels,,Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,,,,elementenverharding,betontegels,,,,,4.41
VV-N351-47941,parallelweg,,,,,,,,,,,,,Verhardingen,parallelweg,,,,,,,,,,,,,,,,,,,"POLYGON((6.190523285162 52.958730808317,6.19052631517 52.958728873785,6.190528849825 52.958726708932,6.190530844987 52.958724341013,6.190532242128 52.958721824341,6.190533042243 52.958719212831,6.1905332164 52.95871655161,6.190532765924 52.958713912563,6.190531615754 52.958711260246,6.190527685231 52.958706326042,6.190524951177 52.958704133708,6.190518216637 52.958700476489,6.190502593159 52.95869496488,6.19053674792 52.95866191596,6.190556762005 52.958667451961,6.190583785071 52.958676193997,6.190592150887 52.958677926085,6.190601518771 52.958679121221,6.190607886117 52.95867900651,6.190613553237 52.958678042775,6.19063338204 52.958672724129,6.190644583083 52.958668416088,6.190647490262 52.958667084486,6.190620503894 52.958686155916,6.190581965719 52.958708270617,6.190539394507 52.958726350456,6.190523285162 52.958730808317))","POLYGON((208980.71 552712.123,208980.916 552711.91,208981.089 552711.671,208981.226 552711.409,208981.323 552711.13,208981.38 552710.84,208981.395 552710.544,208981.368 552710.25,208981.294 552709.954,208981.036 552709.402,208980.855 552709.156,208980.407 552708.744,208979.364 552708.119,208981.7 552704.467,208983.038 552705.098,208984.843 552706.091,208985.403 552706.29,208986.031 552706.43,208986.459 552706.422,208986.841 552706.319,208988.18 552705.742,208988.938 552705.271,208989.135 552705.125,208987.298 552707.227,208984.681 552709.659,208981.798 552711.639,208980.71 552712.123))",,,2022,,,,P0021.400808dc21f946faa023a7b87b117e29,,,,,,,,,,,,,,,,,,,b8c11c6296d8c3f7dec91313cf0c78cf,,77,N351,"buiten bebouwde kom","7,7",,2020,,links,,1961,N351-PWL-06.7-08.5,77,29.99,,,,20210115103039,,,P0021,,0,bestaand,,"rijbaan lokale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2021-01-15,,NL.IMGEO,,,,,,,,,parallelweg,parallelweg,zand,laag,20-01-WB,,"AC surf","AC 11 surf DL-C",6,,A+,A+,29.99
VV-N351-5049,parallelweg-184,,,,,,,,,,,,,Verhardingen,parallelweg,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.066004618024 52.899838672166,6.066047375165 52.899869253343,6.066296253616 52.900047202954,6.066296659461 52.900047497206,6.066252359729 52.90007062039,6.065290842946 52.899383455555,6.065336053433 52.899360615123,6.065542335147 52.899508118765,6.065609543054 52.899556175051,6.066004618024 52.899838672166))","POLYGON((200675.204 546072.861,200678.049 546076.291,200694.609 546096.25,200694.636 546096.283,200691.631 546098.828,200627.652 546021.755,200630.718 546019.242,200644.444 546035.786,200648.916 546041.176,200675.204 546072.861))",,,2022,,,,P0021.bcac91b69506410699e17966cd24d9fd,,,,,,,,,,,,4,,1x2,,,,,b95d25babad4248162bb1bfed9b04c00,,184,N351,"buiten bebouwde kom","18,4",,1990,,links,,1961,N351-PWL-13.3-19.8,184,395.64,,,,20180712134046,,,P0021,,0,bestaand,,"rijbaan lokale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Parallelweg,,parallelweg,parallelweg,zand,laag,,4,SMA,"SMA-NL 8A",4,,A+,A+,395.64
VV-N351-47850,"verkeerseiland of middengeleider",,,,,,,,,,,,,Verhardingen,"verkeerseiland of middengeleider",,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((6.08044080887 52.909606953842,6.080439281613 52.90960813098,6.080438218284 52.909608568515,6.080434545379 52.909609425606,6.080431902078 52.909609593731,6.08042895365 52.909609269359,6.080422891455 52.909607570134,6.08036580287 52.909577194157,6.080342993975 52.909565589994,6.08033105303 52.909558766545,6.080327867411 52.90955567565,6.080327267903 52.909553495368,6.080327952537 52.909550741468,6.080329181666 52.909549512143,6.080331189129 52.909548619792,6.080336048979 52.909547621011,6.08033873801 52.909547524517,6.080345240107 52.909548843752,6.080365069036 52.909557203052,6.080388746892 52.90956829891,6.080418814305 52.909585792122,6.080429190876 52.909592390994,6.080439268164 52.909599800404,6.080440920998 52.909601848755,6.080441514944 52.909603678589,6.08044080887 52.909606953842),(6.080416532 52.909587162365,6.08038665967 52.909569784846,6.080363146456 52.909558759925,6.080343945654 52.909550639617,6.080338606631 52.909549547284,6.08033470278 52.909549902459,6.080331804928 52.909550889846,6.080331000134 52.909551694334,6.080330553192 52.909553503252,6.080330978636 52.909555019531,6.080333635749 52.909557592267,6.080345111353 52.909564130844,6.080367980131 52.909575761618,6.08042339385 52.909605509267,6.080430694011 52.909607470903,6.080434719346 52.909607276779,6.080437393959 52.909606272712,6.080438259078 52.909604587179,6.080438131902 52.909603132075,6.080437140207 52.909601529218,6.08042678852 52.909593690041,6.080416532 52.909587162365)))","MULTIPOLYGON(((201636.133 547169.066,201636.029 547169.196,201635.957 547169.244,201635.709 547169.337,201635.531 547169.354,201635.333 547169.316,201634.927 547169.123,201631.119 547165.706,201629.597 547164.4,201628.801 547163.633,201628.59 547163.287,201628.552 547163.044,201628.601 547162.738,201628.685 547162.602,201628.821 547162.504,201629.149 547162.396,201629.33 547162.387,201629.766 547162.538,201631.091 547163.481,201632.672 547164.731,201634.676 547166.697,201635.367 547167.438,201636.037 547168.269,201636.146 547168.498,201636.184 547168.702,201636.133 547169.066),(201634.521 547166.848,201632.53 547164.895,201630.96 547163.653,201629.677 547162.737,201629.319 547162.612,201629.056 547162.649,201628.86 547162.757,201628.805 547162.846,201628.773 547163.047,201628.8 547163.216,201628.976 547163.504,201629.741 547164.239,201631.267 547165.548,201634.963 547168.894,201635.452 547169.117,201635.723 547169.098,201635.904 547168.988,201635.964 547168.801,201635.957 547168.639,201635.892 547168.46,201635.204 547167.581,201634.521 547166.848)))",,,,,,,P0021.63d1fdcc7c80445f857d1385c2cf0937,,,,,,,,,,,,,,,,,,,bfaf0770ace39fa7f0554f81e8195a95,,169,N351,"buiten bebouwde kom","16,9",,,,midden,,,,169,4.41,,,,20200430064505,,,P0021,,0,bestaand,,verkeerseiland,"open verharding",,,0,,"beton element",,,,,,,,,,,,,,,,ondersteunendwegdeel,,,,,,,2019-09-20,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonelement,,Wegondersteuning,,,"verkeerseiland of middengeleider","niet van toepassing",,,,,elementenverharding,betonelementen,,,,,4.41
